subtype,species_latin_name,species_common_name,species_description,SD_prompt
Boraginales,Mertensia maritima,Sea Lungwort," Pink to blue flowers. Fleshy, blue-green leaves.","A photograph of a Sea Lungwort (Mertensia maritima): Pink to blue flowers. Fleshy, blue-green leaves."
Brassicales,Brassica oleracea,Cabbage, A leafy green or purple plant with dense-leaved heads.,A photograph of a Cabbage (Brassica oleracea): A leafy green or purple plant with dense-leaved heads.
Brassicales,Brassica oleracea va,Cauliflower, White flowering head surrounded by green leaves.,A photograph of a Cauliflower (Brassica oleracea va): White flowering head surrounded by green leaves.
Brassicales,Brassica oleracea va,Broccoli, Green plant with large flowering head and thick stalks.,A photograph of a Broccoli (Brassica oleracea va): Green plant with large flowering head and thick stalks.
Brassicales,Brassica oleracea va,Kale," Dark green, curly leaves with fibrous stalk.","A photograph of a Kale (Brassica oleracea va): Dark green, curly leaves with fibrous stalk."
Brassicales,Brassica oleracea va,Brussels sprouts," Small, leafy green buds resembling miniature cabbages.","A photograph of a Brussels sprouts (Brassica oleracea va): Small, leafy green buds resembling miniature cabbages."
Brassicales,Brassica oleracea va,Kohlrabi, Sputnik-shaped stem with a bunch of leafy greens sprouting from it.,A photograph of a Kohlrabi (Brassica oleracea va): Sputnik-shaped stem with a bunch of leafy greens sprouting from it.
Brassicales,Brassica oleracea va,Savoy Cabbage," Round, compact head with crinkled, dark green leaves.","A photograph of a Savoy Cabbage (Brassica oleracea va): Round, compact head with crinkled, dark green leaves."
Brassicales,Brassica oleracea va,Collard Greens," Dark green, wide, smooth leaves forming a loose rosette.","A photograph of a Collard Greens (Brassica oleracea va): Dark green, wide, smooth leaves forming a loose rosette."
Brassicales,Brassica rapa subs,Chinese Cabbage," Barrel-shaped with tightly packed, crinkly, pale green leaves.","A photograph of a Chinese Cabbage (Brassica rapa subs): Barrel-shaped with tightly packed, crinkly, pale green leaves."
Brassicales,Brassica rapa subs,Turnip," Round, white or yellow root with a purple top, with leafy green tops.","A photograph of a Turnip (Brassica rapa subs): Round, white or yellow root with a purple top, with leafy green tops."
Brassicales,Brassica napus va,Rutabaga," Larger, round, yellowish root with leafy tops.","A photograph of a Rutabaga (Brassica napus va): Larger, round, yellowish root with leafy tops."
Brassicales,Brassica napus,Rapeseed," Tall plant with bright yellow flowers, and elongated, beaked seed pods.","A photograph of a Rapeseed (Brassica napus): Tall plant with bright yellow flowers, and elongated, beaked seed pods."
Brassicales,Brassica nigra,Black Mustard," Tall plant with deep green leaves, yellow flowers, and dark seeds.","A photograph of a Black Mustard (Brassica nigra): Tall plant with deep green leaves, yellow flowers, and dark seeds."
Brassicales,Raphanus sativus,Radish," Small, round or elongated root, typically red, with leafy green tops.","A photograph of a Radish (Raphanus sativus): Small, round or elongated root, typically red, with leafy green tops."
Brassicales,Armoracia rusticana,Horseradish," Large, long, white root with large, crinkled leaves.","A photograph of a Horseradish (Armoracia rusticana): Large, long, white root with large, crinkled leaves."
Brassicales,Nasturtium officinale,Watercress," Aquatic plant with small, round leaves and tiny white flowers.","A photograph of a Watercress (Nasturtium officinale): Aquatic plant with small, round leaves and tiny white flowers."
Brassicales,Carica papaya,Papaya," Large, tree-like plant with a single stem, large leaves, and oval-shaped fruits.","A photograph of a Papaya (Carica papaya): Large, tree-like plant with a single stem, large leaves, and oval-shaped fruits."
Brassicales,Salvadora persica,Toothbrush Tree," Small tree or shrub with small, oval leaves and tiny, yellow flowers.","A photograph of a Toothbrush Tree (Salvadora persica): Small tree or shrub with small, oval leaves and tiny, yellow flowers."
Brassicales,Capparis spinosa,Caper Bush," Spiny shrub with round, fleshy leaves and large, white to pinkish-white flowers.","A photograph of a Caper Bush (Capparis spinosa): Spiny shrub with round, fleshy leaves and large, white to pinkish-white flowers."
Brassicales,Sisymbrium irio,Sisymbrium," Tall, erect plant with deeply lobed leaves and small, yellow flowers.","A photograph of a Sisymbrium (Sisymbrium irio): Tall, erect plant with deeply lobed leaves and small, yellow flowers."
Bruniales,White-flowered Brunia,Brunia albiflora," Small shrub with white, globe-shaped flower clusters and needle-like leaves.","A photograph of a Brunia albiflora (White-flowered Brunia): Small shrub with white, globe-shaped flower clusters and needle-like leaves."
Bruniales,Knotted Brunia,Brunia noduliflora," Features grey-green leaves and round, reddish-brown flower clusters.","A photograph of a Brunia noduliflora (Knotted Brunia): Features grey-green leaves and round, reddish-brown flower clusters."
Bruniales,Stokoe's Brunia,Brunia stokoei," Tall shrub with long, thin leaves and large, spherical, silver-grey flower clusters.","A photograph of a Brunia stokoei (Stokoe's Brunia): Tall shrub with long, thin leaves and large, spherical, silver-grey flower clusters."
Bruniales,Woolly Brunia,Brunia lanuginosa," Compact shrub with woolly, grey-green leaves and small, round, cream-colored flower clusters.","A photograph of a Brunia lanuginosa (Woolly Brunia): Compact shrub with woolly, grey-green leaves and small, round, cream-colored flower clusters."
Bruniales,Smooth Brunia,Brunia laevis," Features smooth, dark green leaves and small, round, yellowish-brown flower clusters.","A photograph of a Brunia laevis (Smooth Brunia): Features smooth, dark green leaves and small, round, yellowish-brown flower clusters."
Bruniales,Heath-like Brunia,Brunia callunoides," Small shrub with needle-like leaves and round, reddish-brown flower clusters.","A photograph of a Brunia callunoides (Heath-like Brunia): Small shrub with needle-like leaves and round, reddish-brown flower clusters."
Bruniales,Single-flowered Brunia,Brunia monogyna," Compact shrub with dark green leaves and single, round, cream-colored flowers.","A photograph of a Brunia monogyna (Single-flowered Brunia): Compact shrub with dark green leaves and single, round, cream-colored flowers."
Bruniales,Hairy Brunia,Brunia pilosa," Features hairy, grey-green leaves and small, round, yellowish-brown flower clusters.","A photograph of a Brunia pilosa (Hairy Brunia): Features hairy, grey-green leaves and small, round, yellowish-brown flower clusters."
Bruniales,Kirk's Brunia,Brunia kirkii," Tall shrub with long, thin leaves and large, spherical, silver-grey flower clusters.","A photograph of a Brunia kirkii (Kirk's Brunia): Tall shrub with long, thin leaves and large, spherical, silver-grey flower clusters."
Bruniales,Large-headed Brunia,Brunia macrocephala," Compact shrub with dark green leaves and large, round, cream-colored flower clusters.","A photograph of a Brunia macrocephala (Large-headed Brunia): Compact shrub with dark green leaves and large, round, cream-colored flower clusters."
Bruniales,Small-leaved Brunia,Brunia microphylla," Small shrub with tiny, needle-like leaves and round, reddish-brown flower clusters.","A photograph of a Brunia microphylla (Small-leaved Brunia): Small shrub with tiny, needle-like leaves and round, reddish-brown flower clusters."
Bruniales,Stalked Brunia,Brunia pedunculata," Features stalked, grey-green leaves and small, round, yellowish-brown flower clusters.","A photograph of a Brunia pedunculata (Stalked Brunia): Features stalked, grey-green leaves and small, round, yellowish-brown flower clusters."
Bruniales,Reddish Brunia,Brunia rubens," Tall shrub with long, thin leaves and large, spherical, reddish flower clusters.","A photograph of a Brunia rubens (Reddish Brunia): Tall shrub with long, thin leaves and large, spherical, reddish flower clusters."
Bruniales,Globe-fruited Brunia,Brunia sphaerocarpa," Compact shrub with dark green leaves and small, round, cream-colored fruit clusters.","A photograph of a Brunia sphaerocarpa (Globe-fruited Brunia): Compact shrub with dark green leaves and small, round, cream-colored fruit clusters."
Bruniales,Variable Brunia,Brunia variabilis," Features variable, grey-green leaves and small, round, yellowish-brown flower clusters.","A photograph of a Brunia variabilis (Variable Brunia): Features variable, grey-green leaves and small, round, yellowish-brown flower clusters."
Bruniales,Whorled Brunia,Brunia verticillata," Tall shrub with whorled, thin leaves and large, spherical, silver-grey flower clusters.","A photograph of a Brunia verticillata (Whorled Brunia): Tall shrub with whorled, thin leaves and large, spherical, silver-grey flower clusters."
Bruniales,Hairy Brunia,Brunia villosa," Compact shrub with hairy, dark green leaves and small, round, cream-colored flower clusters.","A photograph of a Brunia villosa (Hairy Brunia): Compact shrub with hairy, dark green leaves and small, round, cream-colored flower clusters."
Bruniales,Twiggy Brunia,Brunia virgata," Small shrub with twig-like leaves and round, reddish-brown flower clusters.","A photograph of a Brunia virgata (Twiggy Brunia): Small shrub with twig-like leaves and round, reddish-brown flower clusters."
Bruniales,Willdenow's Brunia,Brunia willdenowii," Features Willdenow's, grey-green leaves and small, round, yellowish-brown flower clusters.","A photograph of a Brunia willdenowii (Willdenow's Brunia): Features Willdenow's, grey-green leaves and small, round, yellowish-brown flower clusters."
Bruniales,Knotted Brunia,Brunia nodiflora," Tall shrub with long, thin leaves and large, spherical, reddish flower clusters.","A photograph of a Brunia nodiflora (Knotted Brunia): Tall shrub with long, thin leaves and large, spherical, reddish flower clusters."
Buxales,Buxus sempervirens,Common Box," Dense evergreen shrub with small, glossy dark green leaves and pale yellow flowers.","A photograph of a Common Box (Buxus sempervirens): Dense evergreen shrub with small, glossy dark green leaves and pale yellow flowers."
Buxales,Buxus microphylla,Japanese Box," Small evergreen shrub with bright green, oval leaves and insignificant, yellow-green flowers.","A photograph of a Japanese Box (Buxus microphylla): Small evergreen shrub with bright green, oval leaves and insignificant, yellow-green flowers."
Buxales,Buxus sinica,Korean Box," Medium-sized shrub with light green, elliptical leaves and small, yellow flowers.","A photograph of a Korean Box (Buxus sinica): Medium-sized shrub with light green, elliptical leaves and small, yellow flowers."
Buxales,Sarcococca ruscifolia,Sweet Box," Evergreen shrub with shiny, dark green leaves, white flowers, and shiny black berries.","A photograph of a Sweet Box (Sarcococca ruscifolia): Evergreen shrub with shiny, dark green leaves, white flowers, and shiny black berries."
Buxales,Sarcococca confusa,Fragrant Sweet Box," Compact evergreen with glossy, dark green leaves, fragrant white flowers, and black berries.","A photograph of a Fragrant Sweet Box (Sarcococca confusa): Compact evergreen with glossy, dark green leaves, fragrant white flowers, and black berries."
Buxales,Sarcococca hookeriana,Himalayan Sweet Box," Small evergreen shrub with narrow, dark green leaves, fragrant pink-tinged flowers, and blue-black berries.","A photograph of a Himalayan Sweet Box (Sarcococca hookeriana): Small evergreen shrub with narrow, dark green leaves, fragrant pink-tinged flowers, and blue-black berries."
Buxales,Buxus microphylla 'Compacta',Dwarf Box," Compact evergreen shrub with small, bright green leaves and tiny, yellow-green flowers.","A photograph of a Dwarf Box (Buxus microphylla 'Compacta'): Compact evergreen shrub with small, bright green leaves and tiny, yellow-green flowers."
Buxales,Buxus sempervirens 'Variegata',Variegated Box," Evergreen shrub with green leaves edged in cream and small, yellow flowers.","A photograph of a Variegated Box (Buxus sempervirens 'Variegata'): Evergreen shrub with green leaves edged in cream and small, yellow flowers."
Buxales,Buxus sempervirens 'Aureovariegata',Golden Box," Evergreen shrub with green leaves splashed with gold and small, yellow flowers.","A photograph of a Golden Box (Buxus sempervirens 'Aureovariegata'): Evergreen shrub with green leaves splashed with gold and small, yellow flowers."
Buxales,Buxus sempervirens 'Arborescens',American Boxwood," Large evergreen shrub with glossy, dark green leaves and small, yellow flowers.","A photograph of a American Boxwood (Buxus sempervirens 'Arborescens'): Large evergreen shrub with glossy, dark green leaves and small, yellow flowers."
Buxales,Buxus sempervirens 'Suffruticosa',English Boxwood," Small, slow-growing evergreen shrub with small, rounded leaves and tiny, yellow flowers.","A photograph of a English Boxwood (Buxus sempervirens 'Suffruticosa'): Small, slow-growing evergreen shrub with small, rounded leaves and tiny, yellow flowers."
Buxales,Buxus sinica va,Chinese Boxwood," Medium-sized shrub with light green, elliptical leaves and small, yellow flowers.","A photograph of a Chinese Boxwood (Buxus sinica va): Medium-sized shrub with light green, elliptical leaves and small, yellow flowers."
